The num.84 descpters is : ,902.376,669.803,724.498,691.304,1017.29,635.073,654.436,670.719,851.793,885.309,652.155,664.486,900.029,706.687,694.41,890.094,984.232,679.82,944.816
The num.85 descpters is : ,1348.68,1132.2,912.941,1082.19,1095.26,1108.03,942.358,817.522,1339.67,1575.65,917.337,923.616,1204.78,1154.06,894.267,1250.87,1262.42,1095.7,1274.89
The num.86 descpters is : ,37.8632,32.9949,31.0653,29.8958,38.7248,31.6872,33.1576,29.4726,37.7188,43.0132,32.0631,32.1601,37.8494,35.8076,31.3517,40.6466,45.1452,33.9553,51.3599
The num.87 descpters is : ,1017.96,881.506,575.784,609.814,870.093,950.166,646.394,638.779,936.057,1306.91,663.246,636.443,895.674,836.861,722.358,1005.18,832.482,799.35,817.172
The num.88 descpters is : ,1104.2,693.314,745.278,606.566,975.876,707.656,762.896,720.376,842.66,810.226,798.224,695.924,1080.8,691.126,714.378,927.372,1035.85,676.758,1154.33
The num.89 descpters is : ,1007.7,625.784,691.416,586.392,1001.76,733.994,660.236,610.002,891.421,969.468,740.794,557.54,925.06,786.772,624.962,885.308,1072.07,624.448,948.09
The num.90 descpters is : ,946.817,720.209,715.844,778.16,945.218,764.519,699.701,776.56,947.27,968.526,742.2,754.559,950.216,751.948,807.483,911.5,953.459,808.05,1181.17
The num.91 descpters is : ,8338.17,6316.01,6898.29,6914.82,8087.1,6424.6,7006.07,7009.96,7985.14,8010.62,6989.1,6933.59,7938.98,7042.81,7022.85,7892.6,9339.12,7015.97,12008.5
The num.92 descpters is : ,899.148,760.341,746.544,753.869,943.493,731.93,764.9,748.635,944.424,963.155,746.318,785.675,941.125,784.999,744.927,958.696,1000.46,799.668,1108.4
The num.93 descpters is : ,13.8288,12.5039,13.1117,13.2107,14.2162,12.1252,13.1301,13.4735,14.4642,15.9564,12.5386,13.373,14.6298,14.0299,12.6791,14.458,18.2124,14.1823,29.8816
The num.94 descpters is : ,78.2791,65.3208,64.0255,64.5208,78.9579,65.3745,65.9304,63.2695,77.412,84.7096,66.255,64.8321,76.7993,70.9698,64.4585,78.1311,85.9338,69.9637,112.282
The num.95 descpters is : ,35.5687,22.1149,25.2657,15.5183,29.0691,24.7264,24.6984,16.2538,29.2125,28.4918,27.0078,16.0141,30.3488,23.7204,15.7414,30.4593,35.3537,14.5918,19.4699
The num.96 descpters is : ,53.241,41.1732,43.1418,42.5282,61.1495,39.6961,42.6605,42.3206,58.0872,52.0318,41.0903,42.0904,55.2869,40.5286,41.05,56.8226,64.1823,39.974,72.6907
The num.97 descpters is : ,17329.1,14681.2,13746.4,17594.1,12012.3,19424,8544.12,14139.7,26226.1,27182.1,9460.72,10063.4,22620.2,11921.5,12485.2,14998,10716.3,12876.5,6815.67
The num.98 descpters is : ,101.653,30.0913,37.4119,35.377,88.9838,61.4322,25.8817,34.2522,97.0979,74.7932,53.2086,17.5685,81.7692,52.0198,46.1327,68.0939,56.156,48.2563,65.4569
The num.99 descpters is : ,18443.2,15316.7,10913.9,8971.86,12283.5,16800.6,11583.5,7631.99,14976.4,16903.4,12373.5,8047.62,12860.9,12086.9,8322.53,13886.6,12788,7988.31,9178.35
